ben
[bana] PRON.personal.1p.sg,case.dat
[ben]dekiyizdir PRON.personal.1p.sg,case.loc,<ki>,perf.gen.pres.1per.pl
[ben]dekisinizdir PRON.personal.1p.sg,case.loc,<ki>,perf.gen.pres.2per.pl
[ben]dekidirler PRON.personal.1p.sg,case.loc,<ki>,perf.gen.pres.3per.pl
[ben]dekilerdir PRON.personal.1p.sg,case.loc,<ki>,perf.gen.pres.3per.pl
[ben]dekiyim PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.1per.sg
[ben]dekisin PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.2per.sg
[ben]dekiyiz PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.1per.pl
[ben]dekisiniz PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.2per.pl
[ben]dekiler PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl
[ben]dekilersem PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.1per.sg
[ben]dekilersen PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.2per.sg
[ben]dekilerse PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.3per.sg
[ben]dekilersek PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.1per.pl
[ben]dekilerseniz PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.2per.pl
[ben]dekilerseler PRON.personal.1p.sg,case.loc,<ki>,perf.ind.pres.3per.pl,cnd.pres.3per.pl
[ben]dekiysem PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.1per.sg
[ben]dekiysen PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.2per.sg
[ben]dekiyse PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.3per.sg
[ben]dekiysek PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.1per.pl
[ben]dekiyseniz PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.2per.pl
[ben]dekiyseler PRON.personal.1p.sg,case.loc,<ki>,perf.cnd.pres.3per.pl
[ben]dekiydim PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.1per.sg
[ben]dekiydin PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.2per.sg
[ben]dekiydi PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.3per.sg
[ben]dekiydik PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.1per.pl
[ben]dekiydiniz PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.2per.pl
[ben]dekilerdi PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.3per.pl
[ben]dekiydiler PRON.personal.1p.sg,case.loc,<ki>,perf.ind.past.3per.pl
[ben]dekiymişim PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.1per.sg
[ben]dekiymişsin PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.2per.sg
[ben]dekiymiş PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.3per.sg
[ben]dekiymişiz PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.1per.pl
[ben]dekiymişsiniz PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.2per.pl
[ben]dekiymişler PRON.personal.1p.sg,case.loc,<ki>,perf.nfh.ind.past.3per.pl
[ben]dekiniyken PRON.personal.1p.sg,case.loc,<ki>,case.acc,converb
[ben]dekiniykenki PRON.personal.1p.sg,case.loc,<ki>,case.acc,converb,<ki>
[ben]dekiniysem PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.1per.sg
[ben]dekiniysen PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.2per.sg
[ben]dekiniyse PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.3per.sg
[ben]dekiniysek PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.1per.pl
[ben]dekiniyseniz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.2per.pl
[ben]dekiniyseler PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.cnd.pres.3per.pl
[ben]dekiniyim PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.pres.1per.sg
[ben]dekinisin PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.pres.2per.sg
[ben]dekiniyiz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.pres.1per.pl
[ben]dekinisiniz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.pres.2per.pl
[ben]dekiniler PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.pres.3per.pl
[ben]dekiniydim PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.1per.sg
[ben]dekiniydin PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.2per.sg
[ben]dekiniydi PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.3per.sg
[ben]dekiniydik PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.1per.pl
[ben]dekiniydiniz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.2per.pl
[ben]dekiniydiler PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.3per.pl
[ben]dekinilerdi PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.ind.past.3per.pl
[ben]dekiniymişim PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.1per.sg
[ben]dekiniymişsin PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.2per.sg
[ben]dekiniymiş PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.3per.sg
[ben]dekiniymişiz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.1per.pl
[ben]dekiniymişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.2per.pl
[ben]dekiniymişler PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.nfh.ind.past.3per.pl
[ben]dekiniyimdir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.1per.sg
[ben]dekinisindir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.2per.sg
[ben]dekinidir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.3per.sg
[ben]dekiniyizdir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.1per.pl
[ben]dekinisinizdir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.2per.pl
[ben]dekinidirler PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.3per.pl
[ben]dekinilerdir PRON.personal.1p.sg,case.loc,<ki>,case.acc,perf.gen.pres.3per.pl
[ben]dekineyken PRON.personal.1p.sg,case.loc,<ki>,case.dat,converb
[ben]dekineykenki PRON.personal.1p.sg,case.loc,<ki>,case.dat,converb,<ki>
[ben]dekineysem PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.1per.sg
[ben]dekineysen PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.2per.sg
[ben]dekineyse PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.3per.sg
[ben]dekineysek PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.1per.pl
[ben]dekineyseniz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.2per.pl
[ben]dekineyseler PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.cnd.pres.3per.pl
[ben]dekineyim PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.pres.1per.sg
[ben]dekinesin PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.pres.2per.sg
[ben]dekineyiz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.pres.1per.pl
[ben]dekinesiniz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.pres.2per.pl
[ben]dekineler PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.pres.3per.pl
[ben]dekineydim PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.1per.sg
[ben]dekineydin PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.2per.sg
[ben]dekineydi PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.3per.sg
[ben]dekineydik PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.1per.pl
[ben]dekineydiniz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.2per.pl
[ben]dekineydiler PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.3per.pl
[ben]dekinelerdi PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.ind.past.3per.pl
[ben]dekineymişim PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.1per.sg
[ben]dekineymişsin PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.2per.sg
[ben]dekineymiş PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.3per.sg
[ben]dekineymişiz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.1per.pl
[ben]dekineymişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.2per.pl
[ben]dekineymişler PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.nfh.ind.past.3per.pl
[ben]dekineyimdir PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.1per.sg
[ben]dekinesindir PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.2per.sg
[ben]dekinedir PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.3per.sg
[ben]dekineyizdir PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.1per.pl
[ben]dekinesinizdir PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.2per.pl
[ben]dekinedirler PRON.personal.1p.sg,case.loc,<ki>,case.dat,perf.gen.pres.3per.pl
[ben]dekindeyken PRON.personal.1p.sg,case.loc,<ki>,case.loc,converb
[ben]dekindeykenki PRON.personal.1p.sg,case.loc,<ki>,case.loc,converb,<ki>
[ben]dekindeyimdir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.1per.sg
[ben]dekindesindir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.2per.sg
[ben]dekindedir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.3per.sg
[ben]dekindeyizdir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.1per.pl
[ben]dekindesinizdir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.2per.pl
[ben]dekindedirler PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.3per.pl
[ben]dekindelerdir PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.gen.pres.3per.pl
[ben]dekindeyim PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.pres.1per.sg
[ben]dekindesin PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.pres.2per.sg
[ben]dekindeyiz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.pres.1per.pl
[ben]dekindesiniz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.pres.2per.pl
[ben]dekindeler PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.pres.3per.pl
[ben]dekindeysem PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.1per.sg
[ben]dekindeysen PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.2per.sg
[ben]dekindeyse PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.3per.sg
[ben]dekindeysek PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.1per.pl
[ben]dekindeyseniz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.2per.pl
[ben]dekindeyseler PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.cnd.pres.3per.pl
[ben]dekindeydim PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.1per.sg
[ben]dekindeydin PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.2per.sg
[ben]dekindeydi PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.3per.sg
[ben]dekindeydik PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.1per.pl
[ben]dekindeydiniz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.2per.pl
[ben]dekindelerdi PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.3per.pl
[ben]dekindeydiler PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.ind.past.3per.pl
[ben]dekindeymişim PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.1per.sg
[ben]dekindeymişsin PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.2per.sg
[ben]dekindeymiş PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.3per.sg
[ben]dekindeymişiz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.1per.pl
[ben]dekindeymişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.2per.pl
[ben]dekindeymişler PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.3per.pl
[ben]dekindelermiş PRON.personal.1p.sg,case.loc,<ki>,case.loc,perf.nfh.ind.past.3per.pl
[ben]dekindenken PRON.personal.1p.sg,case.loc,<ki>,case.abl,converb
[ben]dekindenkenki PRON.personal.1p.sg,case.loc,<ki>,case.abl,converb,<ki>
[ben]dekindenimdir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.1per.sg
[ben]dekindensindir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.2per.sg
[ben]dekindendir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.3per.sg
[ben]dekindenizdir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.1per.pl
[ben]dekindensinizdir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.2per.pl
[ben]dekindendirler PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.3per.pl
[ben]dekindenlerdir PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.gen.pres.3per.pl
[ben]dekindenim PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.pres.1per.sg
[ben]dekindensin PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.pres.2per.sg
[ben]dekindenyiz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.pres.1per.pl
[ben]dekindensiniz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.pres.2per.pl
[ben]dekindenler PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.pres.3per.pl
[ben]dekindensem PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.1per.sg
[ben]dekindensen PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.2per.sg
[ben]dekindense PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.3per.sg
[ben]dekindensek PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.1per.pl
[ben]dekindenseniz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.2per.pl
[ben]dekindenseler PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.cnd.pres.3per.pl
[ben]dekindendim PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.1per.sg
[ben]dekindendin PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.2per.sg
[ben]dekindendi PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.3per.sg
[ben]dekindendik PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.1per.pl
[ben]dekindendiniz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.2per.pl
[ben]dekindenlerdi PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.3per.pl
[ben]dekindendiler PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.ind.past.3per.pl
[ben]dekindenmişim PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.1per.sg
[ben]dekindenmişsin PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.2per.sg
[ben]dekindenmiş PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.3per.sg
[ben]dekindenmişiz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.1per.pl
[ben]dekindenmişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.2per.pl
[ben]dekindeymişler PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.3per.pl
[ben]dekindenlermiş PRON.personal.1p.sg,case.loc,<ki>,case.abl,perf.nfh.ind.past.3per.pl
[ben]dekiyleyken PRON.personal.1p.sg,case.loc,<ki>,case.instr,converb
[ben]dekiyleykenki PRON.personal.1p.sg,case.loc,<ki>,case.instr,converb,<ki>
[ben]dekiyleyimdir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.1per.sg
[ben]dekiylesindir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.2per.sg
[ben]dekiyledir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.3per.sg
[ben]dekiyleyizdir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.1per.pl
[ben]dekiylesinizdir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.2per.pl
[ben]dekiyledirler PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.3per.pl
[ben]dekiylelerdir PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.gen.pres.3per.pl
[ben]dekiyleyim PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.pres.1per.sg
[ben]dekiylesin PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.pres.2per.sg
[ben]dekiyleyiz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.pres.1per.pl
[ben]dekiylesiniz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.pres.2per.pl
[ben]dekiyleler PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.pres.3per.pl
[ben]dekiyleysem PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.1per.sg
[ben]dekiyleysen PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.2per.sg
[ben]dekiyleyse PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.3per.sg
[ben]dekiyleysek PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.1per.pl
[ben]dekiyleyseniz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.2per.pl
[ben]dekiyleyseler PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.cnd.pres.3per.pl
[ben]dekiyleydim PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.1per.sg
[ben]dekiyleydin PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.2per.sg
[ben]dekiyleydi PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.3per.sg
[ben]dekiyleydik PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.1per.pl
[ben]dekiyleydiniz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.2per.pl
[ben]dekiylelerdi PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.3per.pl
[ben]dekiyleydiler PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.ind.past.3per.pl
[ben]dekiyleymişim PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.1per.sg
[ben]dekiyleymişsin PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.2per.sg
[ben]dekiyleymiş PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.3per.sg
[ben]dekiyleymişiz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.1per.pl
[ben]dekiyleymişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.2per.pl
[ben]dekiyleymişler PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.3per.pl
[ben]dekiylelermiş PRON.personal.1p.sg,case.loc,<ki>,case.instr,perf.nfh.ind.past.3per.pl
[ben]dekininken PRON.personal.1p.sg,case.loc,<ki>,case.gen,converb
[ben]dekininkenki PRON.personal.1p.sg,case.loc,<ki>,case.gen,converb,<ki>
[ben]dekininimdir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.1per.sg
[ben]dekininsindir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.2per.sg
[ben]dekinindir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.3per.sg
[ben]dekininizdir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.1per.pl
[ben]dekininsinizdir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.2per.pl
[ben]dekinindirler PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.3per.pl
[ben]dekininlerdir PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.gen.pres.3per.pl
[ben]dekininim PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.pres.1per.sg
[ben]dekininsin PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.pres.2per.sg
[ben]dekininiz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.pres.1per.pl
[ben]dekininsiniz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.pres.2per.pl
[ben]dekininler PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.pres.3per.pl
[ben]dekininsem PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.1per.sg
[ben]dekininsen PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.2per.sg
[ben]dekininse PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.3per.sg
[ben]dekininsek PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.1per.pl
[ben]dekininseniz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.2per.pl
[ben]dekininseler PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.cnd.pres.3per.pl
[ben]dekinindim PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.1per.sg
[ben]dekinindin PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.2per.sg
[ben]dekinindi PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.3per.sg
[ben]dekinindik PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.1per.pl
[ben]dekinindiniz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.2per.pl
[ben]dekininlerdi PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.3per.pl
[ben]dekinindiler PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.ind.past.3per.pl
[ben]dekininmişim PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.1per.sg
[ben]dekininmişsin PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.2per.sg
[ben]dekininmiş PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.3per.sg
[ben]dekininmişiz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.1per.pl
[ben]dekininmişsiniz PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.2per.pl
[ben]dekininmişler PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.3per.pl
[ben]dekininlermiş PRON.personal.1p.sg,case.loc,<ki>,case.gen,perf.nfh.ind.past.3per.pl
[ben]dekilerken PRON.personal.1p.sg,case.loc,<ki>,num.pl,converb
[ben]dekilerken PRON.personal.1p.sg,case.loc,<ki>,,perf.cnd.pres.3per.pl,converb
[ben]dekilerkenki PRON.personal.1p.sg,case.loc,<ki>,num.pl,converb,<ki>
[ben]dekilerkenki PRON.personal.1p.sg,case.loc,<ki>,,perf.cnd.pres.3per.pl,converb,<ki>
[ben]dekilerimdir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.1per.sg
[ben]dekilersindir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.2per.sg
[ben]dekilerdir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.3per.sg
[ben]dekilerizdir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.1per.pl
[ben]dekilersinizdir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.2per.pl
[ben]dekilerdirler PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.3per.pl
[ben]dekilerlerdir PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.gen.pres.3per.pl
[ben]dekilerim PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.pres.1per.sg
[ben]dekilersin PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.pres.2per.sg
[ben]dekileriz PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.pres.1per.pl
[ben]dekilersiniz PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.pres.2per.pl
[ben]dekilerler PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.pres.3per.pl
[ben]dekilersem PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.1per.sg
[ben]dekilersen PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.2per.sg
[ben]dekilerse PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.3per.sg
[ben]dekilersek PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.1per.pl
[ben]dekilerseniz PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.2per.pl
[ben]dekilerseler PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.cnd.pres.3per.pl
[ben]dekilerdim PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.1per.sg
[ben]dekilerdin PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.2per.sg
[ben]dekilerdi PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.3per.sg
[ben]dekilerdik PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.1per.pl
[ben]dekilerdiniz PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.2per.pl
[ben]dekilerlerdi PRON.personal.1p.sg,case.loc,<ki>,num.pl,perf.ind.past.3per.pl
